"","document","topic","gamma"
"11429","868",11,0.00432631710346651
"11430","209",11,0.00399109458573402
"11431","115",11,0.00345558589497037
"11432","645",11,0.00519980820210755
"11433","1082",11,0.0037040853818534
"11434","1019",11,0.00345558589497038
"11435","1137",11,0.0037040853818534
"11436","237",11,0.00287662529792851
"11437","1311",11,0.00872163560675464
"11438","408",11,0.00399109458573402
"11439","1535",11,0.00345558590443519
"11440","995",11,0.00323833279344371
"11441","448",11,0.0796675478220269
"11442","1533",11,0.0573989855164287
"11443","546",11,0.00399109458573407
"11444","936",11,0.0037040853818534
"11445","1428",11,0.00235135351924551
"11446","261",11,0.00519980820210755
"11447","44",11,0.00287662524235072
"11448","189",11,0.00345558589497038
"11449","935",11,0.00304678128687831
"11450","1286",11,0.00258760152944288
"11451","756",11,0.00287662524271874
"11452","824",11,0.00272446966068906
"11453","273",11,0.00432631710346651
"11454","734",11,0.00323833279344371
"11455","249",11,0.133004549849379
"11456","618",11,0.00304678130877524
"11457","434",11,0.00432631710346651
"11458","1403",11,0.00472301558879561
"11459","257",11,0.00399109458573402
"11460","1390",11,0.00184579132246514
"11461","562",11,0.521685239794522
"11462","565",11,0.00304678130210913
"11463","653",11,0.0025876015169911
"11464","582",11,0.0030467813115339
"11465","187",11,0.00432631710346651
"11466","1480",11,0.00246382722205068
"11467","803",11,0.00399109458573402
"11468","1388",11,0.00246382722205068
"11469","1041",11,0.0814755944286569
"11470","1245",11,0.0705435337189384
"11471","1168",11,0.00345558591773082
"11472","429",11,0.00272446962793713
"11473","352",11,0.00272446959789722
"11474","1001",11,0.00272446959789722
"11475","1007",11,0.00287662524235072
"11476","1239",11,0.0621980541125785
"11477","1402",11,0.00345558589497051
"11478","1525",11,0.00287662524235073
"11479","388",11,0.172307802967921
"11480","265",11,0.00287662524235072
"11481","1051",11,0.00323833279344371
"11482","175",11,0.00578367536021911
"11483","1345",11,0.00246382722205068
"11484","100",11,0.00258760152830891
"11485","74",11,0.00323833279953131
"11486","712",11,0.00272446959789722
"11487","153",11,0.00272446959789722
"11488","992",11,0.00519980820210755
"11489","976",11,0.00287662527668634
"11490","1181",11,0.0025876015169911
"11491","690",11,0.0037040853818534
"11492","1136",11,0.00258760151955773
"11493","589",11,0.00323833279344371
"11494","211",11,0.00370408539141225
"11495","588",11,0.0025876015169911
"11496","1285",11,0.00345558589497037
"11497","642",11,0.0037040853818534
"11498","337",11,0.0037040853818534
"11499","346",11,0.00258760151853115
"11500","718",11,0.00472301558879561
"11501","857",11,0.00323833279344371
"11502","444",11,0.00323833281187923
"11503","83",11,0.00258760152903636
"11504","595",11,0.00745869332446472
"11505","1108",11,0.00432631710346651
"11506","757",11,0.00399109458573402
"11507","467",11,0.00272446959789722
"11508","721",11,0.104603269057112
"11509","1174",11,0.00246382722205068
"11510","1427",11,0.00519980820210755
"11511","226",11,0.00578367541787609
"11512","713",11,0.00578367536021911
"11513","1261",11,0.0037040853818534
"11514","411",11,0.00215463537219864
"11515","1071",11,0.0883188747441355
"11516","402",11,0.00345558589497037
"11517","243",11,0.00432631723897376
"11518","1472",11,0.00345558590937537
"11519","323",11,0.00432631710346651
"11520","459",11,0.00272446959789724
"11521","1400",11,0.00304678128687831
"11522","397",11,0.00399109458573402
"11523","27",11,0.00651524863558681
"11524","1295",11,0.00287662524235073
"11525","1042",11,0.00323833279344372
"11526","116",11,0.00399109464716387
"11527","1129",11,0.0814724179102074
"11528","719",11,0.00345558591957355
"11529","1387",11,0.0037040853818534
"11530","91",11,0.00872163560675464
"11531","726",11,0.00258760151699118
"11532","95",11,0.00519980820210755
"11533","276",11,0.00519980820210755
"11534","709",11,0.00345558589497038
"11535","620",11,0.00745869332446472
"11536","1471",11,0.00472301558879561
"11537","194",11,0.00432631710346651
"11538","641",11,0.00345558589497037
"11539","1208",11,0.00345558589497039
"11540","1355",11,0.00432631710346651
"11541","242",11,0.00304678133679571
"11542","347",11,0.145964617233016
"11543","680",11,0.00399109458573402
"11544","31",11,0.00304678128687831
"11545","1396",11,0.0037040853818534
"11546","144",11,0.114572233374654
"11547","1336",11,0.00151915854267892
"11548","729",11,0.00399109458573402
"11549","788",11,0.00323833279344371
"11550","910",11,0.00345558589497037
"11551","159",11,0.0037040853818534
"11552","396",11,0.0024638272591024
"11553","1201",11,0.00432631710346651
"11554","634",11,0.00345558589605513
"11555","174",11,0.00323833280936288
"11556","1103",11,0.118069966611145
"11557","262",11,0.00206812396686642
"11558","1171",11,0.218490927548234
"11559","1362",11,0.188111554061667
"11560","1268",11,0.00345558589497037
"11561","990",11,0.00578367536021911
"11562","572",11,0.00519980820210755
"11563","173",11,0.00246382722205068
"11564","1116",11,0.00287662524235072
"11565","424",11,0.00472301561233666
"11566","1307",11,0.00246382722205068
"11567","508",11,0.00323833279344371
"11568","601",11,0.00578367536021911
"11569","463",11,0.901919094230227
"11570","583",11,0.340628358533219
"11571","1305",11,0.0023513535192455
"11572","235",11,0.517638489710126
"11573","1229",11,0.00432631710346651
"11574","410",11,0.0028766252801659
"11575","215",11,0.00323833280877945
"11576","608",11,0.00872163560675464
"11577","1300",11,0.00345558589497038
"11578","423",11,0.00370408538659397
"11579","41",11,0.00304678135269355
"11580","1413",11,0.00246382722205068
"11581","908",11,0.00432631710346651
"11582","392",11,0.00246382727250955
"11583","480",11,0.00432631715092848
"11584","412",11,0.0032383328051869
"11585","114",11,0.00224870035696854
"11586","1381",11,0.0587144584828612
"11587","745",11,0.00246382722205068
"11588","1349",11,0.00370408540130046
"11589","1435",11,0.00258760152486147
"11590","596",11,0.0037040853818534
"11591","548",11,0.0037040853818534
"11592","77",11,0.00345558589497037
"11593","403",11,0.068384882289897
"11594","1076",11,0.00304678128687831
"11595","1143",11,0.00184579132087444
"11596","482",11,0.00323833279344371
"11597","196",11,0.00399109460178743
"11598","1241",11,0.00224870035696853
"11599","377",11,0.00472301558879561
"11600","135",11,0.0025876015169911
"11601","1196",11,0.00345558589497037
"11602","606",11,0.00198829151965374
"11603","117",11,0.00345558589497037
"11604","260",11,0.00215463533082405
"11605","1134",11,0.0025876015169911
"11606","362",11,0.00578367536021911
"11607","792",11,0.00872163560675464
"11608","1096",11,0.0037040853818534
"11609","1202",11,0.00578367536021911
"11610","1460",11,0.00370408543933835
"11611","478",11,0.00472301558879561
"11612","1263",11,0.00345558591692164
"11613","340",11,0.0074586933247775
"11614","682",11,0.00345558597335058
"11615","1536",11,0.00206812396686646
"11616","432",11,0.00323833300859041
"11617","1013",11,0.0037040853818534
"11618","867",11,0.00519980820210754
"11619","903",11,0.00432631710346651
"11620","1112",11,0.00287662524235072
"11621","1463",11,0.0981310652446756
"11622","1380",11,0.00323833279344371
"11623","1240",11,0.00323833279344371
"11624","807",11,0.00651524841624925
"11625","575",11,0.00304678128687831
"11626","637",11,0.00519980820210755
"11627","380",11,0.0756164886212322
"11628","972",11,0.00246382722205068
"11629","350",11,0.00399109458573402
"11630","488",11,0.00432631710346651
"11631","112",11,0.158422758179474
"11632","949",11,0.00519980824237985
"11633","428",11,0.798116571111471
"11634","52",11,0.0621980541015159
"11635","1187",11,0.00258760152158814
"11636","1133",11,0.00235135362919134
"11637","1453",11,0.00432631710346651
"11638","1495",11,0.00578367536021911
"11639","1073",11,0.0037040853818534
"11640","521",11,0.00304678128687831
"11641","1280",11,0.266288203860817
"11642","1293",11,0.00872163560675464
"11643","1225",11,0.00578367536021911
"11644","1401",11,0.00323833281707205
"11645","560",11,0.00345558589497037
"11646","804",11,0.0500220144172029
"11647","1119",11,0.00206812400055251
"11648","1510",11,0.00399109458573402
"11649","552",11,0.00258760152511087
"11650","655",11,0.00323833292798066
"11651","1425",11,0.0385020596407953
"11652","329",11,0.00206812397042381
"11653","1145",11,0.00345558589497037
"11654","751",11,0.00399109465441172
"11655","678",11,0.844252584032965
"11656","1496",11,0.00246382722205068
"11657","1074",11,0.00272446960469303
"11658","455",11,0.00519980820210755
"11659","336",11,0.00287662535113357
"11660","109",11,0.00345558595323926
"11661","375",11,0.00345558589497037
"11662","876",11,0.00287662524235072
"11663","124",11,0.00345558592024659
"11664","820",11,0.00235135351924551
"11665","1407",11,0.00345558589497038
"11666","234",11,0.00399109458573402
"11667","1518",11,0.0037040853818534
"11668","67",11,0.00578367536021911
"11669","954",11,0.00472301575439502
"11670","667",11,0.00872163560675464
"11671","541",11,0.00472301558879561
"11672","420",11,0.00345558589497037
"11673","324",11,0.00323833279344371
"11674","689",11,0.00287662524235072
"11675","937",11,0.00287662524235072
"11676","1399",11,0.00287662528948094
"11677","1104",11,0.00472301558879561
"11678","1199",11,0.00651524841624923
"11679","102",11,0.0661084577819798
"11680","981",11,0.00246382725096887
"11681","598",11,0.00345558589497037
"11682","748",11,0.00235135359855455
"11683","264",11,0.00399109472533702
"11684","818",11,0.00198829152741302
"11685","1415",11,0.254490845125682
"11686","1097",11,0.00272446959789722
"11687","1026",11,0.00287662524235072
"11688","623",11,0.00472301565234305
"11689","88",11,0.00399109458573402
"11690","30",11,0.00304678130679994
"11691","580",11,0.00235135352993614
"11692","1341",11,0.00246382722205068
"11693","473",11,0.00272446959789722
"11694","989",11,0.00519980820210766
"11695","125",11,0.00519980820210755
"11696","1144",11,0.00399109458573402
"11697","300",11,0.00872163560675464
"11698","98",11,0.00345558589497037
"11699","433",11,0.00287662525648906
"11700","143",11,0.00272446960069106
"11701","649",11,0.0883189438049321
"11702","272",11,0.00323833279344371
"11703","805",11,0.00323833279344371
"11704","165",11,0.00287662524235072
"11705","1260",11,0.00246382723513311
"11706","1468",11,0.00432631710346651
"11707","863",11,0.00345558589497037
"11708","475",11,0.00578367536021911
"11709","70",11,0.0039910945998195
"11710","130",11,0.0037040853818534
"11711","536",11,0.00519980820210755
"11712","1397",11,0.00235135353357762
"11713","898",11,0.00304678128687831
"11714","600",11,0.00872163560675464
"11715","1324",11,0.106150695200828
"11716","516",11,0.0858162487573623
"11717","376",11,0.00399109458573402
"11718","1483",11,0.00472301558879561
"11719","566",11,0.00432631710346651
"11720","567",11,0.00287662524235072
"11721","599",11,0.00370408538185342
"11722","492",11,0.00345558589497037
"11723","96",11,0.00399109458573402
"11724","1474",11,0.00578367536021911
"11725","22",11,0.00304678128687831
"11726","454",11,0.00399109458573403
"11727","251",11,0.00472301563933178
"11728","1190",11,0.00399109461798482
"11729","528",11,0.00370408547708193
"11730","1289",11,0.00304678130104754
"11731","1486",11,0.00287662532342453
"11732","395",11,0.668924328066782
"11733","928",11,0.00345558589497038
"11734","1169",11,0.00323833283689543
"11735","1423",11,0.0027244696135274
"11736","157",11,0.00472301558879561
"11737","871",11,0.00235135354721053
"11738","720",11,0.0756162637888675
"11739","1270",11,0.0502796700846789
"11740","466",11,0.0023513535192455
"11741","1188",11,0.00578367536021911
"11742","1464",11,0.00651524841624923
"11743","710",11,0.00432631710346651
"11744","438",11,0.0037040853818534
"11745","332",11,0.00287662524845786
"11746","277",11,0.00432631710346651
"11747","1319",11,0.00235135351924552
"11748","957",11,0.00287662524235072
"11749","905",11,0.00399109458573403
"11750","1149",11,0.00519980820210755
"11751","87",11,0.00370408540056601
"11752","882",11,0.00287662524235072
"11753","81",11,0.00651524841624923
"11754","1126",11,0.00578367536021911
"11755","681",11,0.00345558589497038
"11756","343",11,0.00519980820210755
"11757","202",11,0.00399109458573402
"11758","418",11,0.00323833279344371
"11759","913",11,0.00370408540594945
"11760","370",11,0.0814755946155378
"11761","1424",11,0.00258760156439777
"11762","963",11,0.00304678128687959
"11763","1534",11,0.00206812397806005
"11764","519",11,0.0037040853818534
"11765","489",11,0.00578367536021911
"11766","627",11,0.0023513535192455
"11767","952",11,0.00304678128687831
"11768","184",11,0.00323833279344371
"11769","823",11,0.00472301558879561
"11770","245",11,0.00578367536021911
"11771","604",11,0.0037040853818534
"11772","877",11,0.00345558589497038
"11773","141",11,0.00472301558879561
"11774","1237",11,0.256304190053348
"11775","471",11,0.00235135352538716
"11776","931",11,0.00304678128687831
"11777","1384",11,0.00399109464743294
"11778","1179",11,0.0814755942579932
"11779","54",11,0.00345558589497038
"11780","1016",11,0.00323833279344371
"11781","503",11,0.10615069526736
"11782","873",11,0.00272446959789722
"11783","431",11,0.00287662524235072
"11784","507",11,0.00345558589497038
"11785","191",11,0.0025876015169911
"11786","783",11,0.00304678128687831
"11787","317",11,0.203084438178356
"11788","1259",11,0.00472301558879561
"11789","38",11,0.00345558595097155
"11790","1121",11,0.00472301558879561
"11791","1048",11,0.00345558589497038
"11792","534",11,0.00272446959789722
"11793","830",11,0.00323833279344371
"11794","121",11,0.00345558589497038
"11795","914",11,0.00304678128687831
"11796","1332",11,0.00287662524235072
"11797","152",11,0.00519980820210754
"11798","1493",11,0.0470815730025919
"11799","1475",11,0.00472301558879587
"11800","156",11,0.00272446962379252
"11801","781",11,0.0023513535192455
"11802","1251",11,0.00578367536021911
"11803","312",11,0.00323833279344371
"11804","527",11,0.00246382726535829
"11805","1456",11,0.00745869332446472
"11806","1272",11,0.00224870042934377
"11807","1156",11,0.00519980820210755
"11808","356",11,0.00519980820210755
"11809","1173",11,0.00519980820210755
"11810","813",11,0.00287662524235072
"11811","939",11,0.00872163560675464
"11812","837",11,0.00432631710346651
"11813","131",11,0.0025876015169911
"11814","1501",11,0.00272446959789722
"11815","693",11,0.0037040853818534
"11816","36",11,0.00345558589497037
"11817","1411",11,0.00651524841624923
"11818","479",11,0.00304678128687831
"11819","269",11,0.0025876015169911
"11820","852",11,0.00304678128687831
"11821","229",11,0.00224870035696853
"11822","787",11,0.00198829151987108
"11823","1330",11,0.00472301558879561
"11824","422",11,0.00246382722205068
"11825","1123",11,0.00198829151965373
"11826","1530",11,0.00224870035696854
"11827","1012",11,0.0032383328135706
"11828","520",11,0.0618230317060459
"11829","1521",11,0.00287662524235072
"11830","708",11,0.00287662525362932
"11831","947",11,0.00323833279344371
"11832","511",11,0.00370408539261712
"11833","1209",11,0.00246382724318332
"11834","554",11,0.0037040853818534
"11835","746",11,0.239647026705386
"11836","1365",11,0.527397074977753
"11837","222",11,0.00224870035696854
"11838","1011",11,0.00272446963444844
"11839","315",11,0.242098952140764
"11840","1064",11,0.00651524841624999
"11841","1178",11,0.00399109458573402
"11842","663",11,0.00370408541372285
"11843","137",11,0.00399109462006242
"11844","108",11,0.00287662525112678
"11845","94",11,0.00246382722205068
"11846","1443",11,0.00287662524745273
"11847","1009",11,0.00224870037606798
"11848","856",11,0.0661084532678548
"11849","1139",11,0.00287662524519678
"11850","768",11,0.00287662524235072
"11851","200",11,0.0043263171146311
"11852","50",11,0.0032383327934438
"11853","1244",11,0.00287662524994569
"11854","1070",11,0.0023513535192455
"11855","1329",11,0.00651524858269532
"11856","1091",11,0.0502974268422702
"11857","1282",11,0.00519980821755983
"11858","1492",11,0.00323833279344371
"11859","728",11,0.00345558592387959
"11860","1247",11,0.0661084532505856
"11861","197",11,0.0131876195581938
"11862","985",11,0.00323833279344371
"11863","1451",11,0.00304678128687831
"11864","198",11,0.00872163560675464
"11865","603",11,0.00472301558879561
"11866","21",11,0.114572233496479
"11867","29",11,0.00304678130922093
"11868","542",11,0.00323833279344371
"11869","1155",11,0.00472301558879561
"11870","1203",11,0.00345558589497038
"11871","1269",11,0.00745869332446472
"11872","609",11,0.00166662195088277
"11873","951",11,0.00472301559889451
"11874","1095",11,0.00370408543764602
"11875","927",11,0.11679458109227
"11876","932",11,0.00166662196101173
"11877","1357",11,0.00304678128687831
"11878","668",11,0.00432631725767241
"11879","299",11,0.00519980827936611
"11880","779",11,0.00345558589497037
"11881","406",11,0.00472301558879561
"11882","929",11,0.00224870035696854
"11883","1167",11,0.00578367536021911
"11884","940",11,0.00651524918748874
"11885","502",11,0.00519980820210754
"11886","1470",11,0.0025876015169911
"11887","1186",11,0.0037040853818534
"11888","425",11,0.00472301578326711
"11889","1254",11,0.00235135352531346
"11890","1347",11,0.00345558589497038
"11891","1489",11,0.00370408538648286
"11892","283",11,0.00345558590307734
"11893","477",11,0.00399109458573402
"11894","440",11,0.00272446959789722
"11895","986",11,0.00519980820210755
"11896","1340",11,0.00345558589497037
"11897","933",11,0.137631481424061
"11898","1446",11,0.00304678128687835
"11899","437",11,0.00745869332446472
"11900","1503",11,0.00304678128687831
"11901","625",11,0.00578367536021911
"11902","1304",11,0.00304678128687831
"11903","1432",11,0.00872163560675464
"11904","838",11,0.00370408542643516
"11905","1343",11,0.0034555858949704
"11906","190",11,0.00472301558879561
"11907","1184",11,0.597568701732002
"11908","296",11,0.0025876015169911
"11909","427",11,0.00287662524753337
"11910","531",11,0.0754052143643813
"11911","204",11,0.0074586934539852
"11912","661",11,0.00651524841624923
"11913","139",11,0.00287662524624035
"11914","1050",11,0.00399109458573402
"11915","238",11,0.00246382722205068
"11916","384",11,0.00578367561295901
"11917","646",11,0.00304678128687831
"11918","426",11,0.00258760151963904
"11919","306",11,0.00519980824878988
"11920","216",11,0.00246382723846282
"11921","195",11,0.00258760152392403
"11922","217",11,0.423091601761225
"11923","504",11,0.0034555858949704
"11924","943",11,0.0780106753328183
"11925","909",11,0.00272446968978606
"11926","925",11,0.00345558589497038
"11927","1379",11,0.0814755946155441
"11928","633",11,0.00323833282402765
"11929","281",11,0.00246382722205068
"11930","106",11,0.00258760151699111
"11931","1256",11,0.00345558589497037
"11932","1374",11,0.00178193593973095
"11933","460",11,0.00472301558879566
"11934","610",11,0.00287662528394264
"11935","1540",11,0.0814755376396191
"11936","1519",11,0.00224870035696853
"11937","844",11,0.0037040853818534
"11938","1197",11,0.00432631716829604
"11939","1235",11,0.00304678128687831
"11940","1479",11,0.00345558589497038
"11941","1170",11,0.0037040853937379
"11942","955",11,0.00399109458573402
"11943","446",11,0.00258760155389641
"11944","419",11,0.00304678128724783
"11945","177",11,0.00519980820210755
"11946","1038",11,0.00399109458573402
"11947","1249",11,0.0039910947099605
"11948","274",11,0.0039910946487886
"11949","666",11,0.00578367536021911
"11950","778",11,0.00304678128687831
"11951","1115",11,0.00370408538185343
"11952","711",11,0.00272446959789722
"11953","1031",11,0.00370408540714462
"11954","657",11,0.00519980855481747
"11955","483",11,0.00399109458573402
"11956","365",11,0.0065152484162493
"11957","1299",11,0.00304678128687831
"11958","1373",11,0.00345558589497037
"11959","1230",11,0.00191439328934246
"11960","665",11,0.00519980821739179
"11961","1342",11,0.00215463533082405
"11962","338",11,0.00323833279771017
"11963","84",11,0.0581898056270854
"11964","1219",11,0.00399109461826337
"11965","1382",11,0.00304678129263822
"11966","233",11,0.00323833280450995
"11967","1485",11,0.856320594538443
"11968","1085",11,0.00345558589497037
"11969","415",11,0.00651524846350618
"11970","1445",11,0.00323833279344371
"11971","630",11,0.00172235099246218
"11972","1361",11,0.00399109458573402
"11973","1477",11,0.00323833279344371
"11974","1527",11,0.00258760152825167
"11975","1356",11,0.00272446961222285
"11976","1429",11,0.326987356720827
"11977","942",11,0.00258760152012915
"11978","878",11,0.00519980820210755
"11979","881",11,0.0964172847743728
"11980","1448",11,0.00287662524235072
"11981","730",11,0.00323833279344371
"11982","701",11,0.00578367536021911
"11983","42",11,0.00651524841624923
"11984","586",11,0.00246382722205068
"11985","443",11,0.00206812396686643
"11986","1416",11,0.00651524841624923
"11987","753",11,0.00872163560675464
"11988","1223",11,0.00432631711269016
"11989","840",11,0.883420019293669
"11990","416",11,0.0037040853818534
"11991","169",11,0.0556182710612974
"11992","1334",11,0.00287662524235072
"11993","629",11,0.00345558592953906
"11994","579",11,0.00399109461620356
"11995","1010",11,0.00304678128687831
"11996","244",11,0.00519980820210754
"11997","1482",11,0.00287662524235072
"11998","1320",11,0.00519980820210755
"11999","854",11,0.00399109470283697
"12000","714",11,0.00399109458573402
"12001","316",11,0.00472301564109526
"12002","1140",11,0.00370408538185342
"12003","1498",11,0.00235135352935387
"12004","827",11,0.00235135357867263
"12005","1440",11,0.00258760152096032
"12006","241",11,0.00323833296711836
"12007","964",11,0.118069962741942
"12008","543",11,0.00323833279344373
"12009","162",11,0.0023513535192455
"12010","1459",11,0.00651524841624923
"12011","1238",11,0.0964172848348581
"12012","301",11,0.00304678128687831
"12013","254",11,0.00198829151965373
"12014","650",11,0.00345558591320134
"12015","297",11,0.703801780040334
"12016","1354",11,0.00206812396686644
"12017","351",11,0.0037040853818534
"12018","998",11,0.0037040853818534
"12019","912",11,0.00519980821917057
"12020","759",11,0.0025876015169911
"12021","966",11,0.00432631713093148
"12022","723",11,0.00472301558879561
"12023","69",11,0.00399109459603352
"12024","1047",11,0.00272446959789722
"12025","270",11,0.00323833279344371
"12026","904",11,0.00432631710346651
"12027","501",11,0.554888573415781
"12028","673",11,0.00370408538501165
"12029","743",11,0.00272446959789722
"12030","451",11,0.00399109458573402
"12031","944",11,0.00258760151699114
"12032","735",11,0.00745869332446472
"12033","696",11,0.00370408538857884
"12034","322",11,0.141478488400413
"12035","43",11,0.00246382722224551
"12036","1045",11,0.0043263171523599
"12037","923",11,0.00745869332446472
"12038","295",11,0.00399109458573402
"12039","858",11,0.00651524841624923
"12040","71",11,0.00399109458573402
"12041","1450",11,0.0025876015169911
"12042","1217",11,0.00345558589497038
"12043","1417",11,0.00287662525701979
"12044","199",11,0.00370408539141225
"12045","926",11,0.00345558589497037
"12046","847",11,0.00304678128687831
"12047","737",11,0.00304678128687831
"12048","1524",11,0.00287662524235072
"12049","1321",11,0.00304678128687831
"12050","539",11,0.00224870036357288
"12051","111",11,0.00472301558879561
"12052","11",11,0.0964172952971994
"12053","522",11,0.0104994546816944
"12054","518",11,0.00304678129090629
"12055","695",11,0.00272446959789722
"12056","311",11,0.00370408541560684
"12057","321",11,0.00323833279344371
"12058","917",11,0.00399109458573402
"12059","806",11,0.0037040853818534
"12060","76",11,0.0034555859022664
"12061","288",11,0.00651524841624923
"12062","151",11,0.00323833279344371
"12063","544",11,0.00370408538185343
"12064","13",11,0.17612734143384
"12065","687",11,0.0949110735302037
"12066","670",11,0.00287662524235072
"12067","1367",11,0.0661084532634401
"12068","919",11,0.00345558594187962
"12069","1250",11,0.10615069517333
"12070","487",11,0.00745869332446472
"12071","285",11,0.00323833283695947
"12072","1005",11,0.0037040853818534
"12073","1538",11,0.0025876015169911
"12074","991",11,0.00370408544429308
"12075","893",11,0.00519980820210781
"12076","742",11,0.00345558596247674
"12077","289",11,0.00578367536021911
"12078","55",11,0.00399109458573402
"12079","632",11,0.00432631716796383
"12080","740",11,0.875598907327717
"12081","491",11,0.00287662524235072
"12082","20",11,0.00432631710346651
"12083","1264",11,0.00399109464071725
"12084","1059",11,0.00323833279344371
"12085","293",11,0.00323833279344371
"12086","1161",11,0.00432631710346651
"12087","597",11,0.00345558590966992
"12088","105",11,0.00287662525611037
"12089","1265",11,0.00287662525188211
"12090","648",11,0.00258760152380116
"12091","1043",11,0.00206812396686642
"12092","1322",11,0.00651524841624923
"12093","1125",11,0.00651524841624923
"12094","118",11,0.00432631710346651
"12095","373",11,0.0964172848348581
"12096","163",11,0.00323833283063968
"12097","203",11,0.00399109458573402
"12098","361",11,0.00519980820210756
"12099","1297",11,0.0023513535192455
"12100","980",11,0.0032383328077504
"12101","1008",11,0.00651524841624923
"12102","436",11,0.00345558589497038
"12103","1092",11,0.00323833279344371
"12104","960",11,0.00246382722205068
"12105","870",11,0.00246382722205068
"12106","60",11,0.00745869332446472
"12107","24",11,0.00235135360791225
"12108","382",11,0.0025876015169911
"12109","171",11,0.00399109470995962
"12110","930",11,0.00304678128687831
"12111","268",11,0.00215463534069553
"12112","37",11,0.00651524841624923
"12113","699",11,0.133004549549689
"12114","669",11,0.00323833279344371
"12115","160",11,0.00272446959789722
"12116","12",11,0.00399109458573402
"12117","154",11,0.0025876015169911
"12118","828",11,0.00323833279344371
"12119","1117",11,0.00258760152103709
"12120","883",11,0.00323833279344371
"12121","14",11,0.00287662524235072
"12122","252",11,0.0814755929841489
"12123","1257",11,0.0023513535192455
"12124","821",11,0.00215463533129556
"12125","183",11,0.00287662524235072
"12126","464",11,0.00472301568623148
"12127","638",11,0.00304678128687831
"12128","1200",11,0.00345558590742975
"12129","537",11,0.0037040853818534
"12130","550",11,0.00323833279344371
"12131","53",11,0.0023513535192455
"12132","386",11,0.00519980820210755
"12133","367",11,0.340297253636233
"12134","97",11,0.00432631710346651
"12135","188",11,0.0814755945750877
"12136","1441",11,0.00370408545445921
"12137","1232",11,0.00399109460608914
"12138","119",11,0.00272446959789722
"12139","794",11,0.00224870035696854
"12140","513",11,0.358264414384734
"12141","892",11,0.0034555859082362
"12142","773",11,0.00745869332446472
"12143","1177",11,0.00246382722205068
"12144","948",11,0.00432631710346659
"12145","374",11,0.00872163560675464
"12146","1515",11,0.00432631710346651
"12147","291",11,0.00323833279344371
"12148","619",11,0.114935073359128
"12149","1398",11,0.00206812396686644
"12150","851",11,0.0756164887878054
"12151","941",11,0.00399109458573402
"12152","140",11,0.00472301558879563
"12153","1333",11,0.00304678128687831
"12154","561",11,0.00578367536021911
"12155","1234",11,0.00206812396686643
"12156","122",11,0.00472301558879562
"12157","318",11,0.00345558589497037
"12158","979",11,0.00519980820210755
"12159","530",11,0.00258760153285315
"12160","1102",11,0.00472301558879561
"12161","17",11,0.00578367537788081
"12162","535",11,0.00345558590807184
"12163","1266",11,0.00519980820210755
"12164","1371",11,0.00399109467614574
"12165","80",11,0.00345558595932533
"12166","309",11,0.00578367536021911
"12167","594",11,0.00651524845041929
"12168","1434",11,0.0037040853818534
"12169","585",11,0.00345558589497039
"12170","484",11,0.00519980820210755
"12171","404",11,0.0756164887878054
"12172","1032",11,0.00578367536021911
"12173","1020",11,0.00432631710346651
"12174","835",11,0.00432631711029705
"12175","1062",11,0.00206812396686644
"12176","65",11,0.00472301558879561
"12177","526",11,0.005199808235263
"12178","509",11,0.00287662524235326
"12179","178",11,0.00872163560675464
"12180","286",11,0.00399109458573402
"12181","394",11,0.00399109458573402
"12182","945",11,0.00272446959789722
"12183","240",11,0.00184579132189534
"12184","1310",11,0.00578367536021911
"12185","815",11,0.00432631713093148
"12186","47",11,0.00345558589497037
"12187","999",11,0.00519980820210755
"12188","1033",11,0.00399109458573402
"12189","63",11,0.0037040853818534
"12190","1246",11,0.00304678131338946
"12191","250",11,0.00323833279344371
"12192","791",11,0.00519980820210754
"12193","1537",11,0.00272446959789722
"12194","1419",11,0.00472301558879561
"12195","987",11,0.00399109458573402
"12196","1278",11,0.00472301568084907
"12197","334",11,0.00215463539600369
"12198","75",11,0.00215463533098205
"12199","230",11,0.00323833279344371
"12200","201",11,0.133004549828702
"12201","576",11,0.00345558589497046
"12202","553",11,0.00432631710346651
"12203","887",11,0.00472301559751738
"12204","1079",11,0.00432631710346651
"12205","950",11,0.106150695084352
"12206","615",11,0.0037040853818534
"12207","1003",11,0.00519980820210755
"12208","1106",11,0.00345558589497038
"12209","476",11,0.00519980820210755
"12210","635",11,0.00472301580064637
"12211","587",11,0.00287662524235072
"12212","78",11,0.00345558589497037
"12213","640",11,0.00345558592466175
"12214","738",11,0.0023513535281384
"12215","86",11,0.00578367536021911
"12216","218",11,0.00246382722205068
"12217","675",11,0.00370408538230263
"12218","1532",11,0.00399109465682815
"12219","879",11,0.00323833279344371
"12220","1176",11,0.0037040853818534
"12221","533",11,0.00651524841624923
"12222","1172",11,0.00651524841624923
"12223","829",11,0.00472301558879561
"12224","57",11,0.00246382722205068
"12225","1276",11,0.00432631710346651
"12226","975",11,0.00287662524235073
"12227","769",11,0.00345558589497037
"12228","461",11,0.00578367536021911
"12229","290",11,0.0037040853818534
"12230","1124",11,0.00304678128687831
"12231","45",11,0.00399109458573402
"12232","869",11,0.00323833279344371
"12233","435",11,0.00745869332446472
"12234","797",11,0.00472301564078399
"12235","1513",11,0.00246382722205071
"12236","1351",11,0.00745869332446472
"12237","320",11,0.00224870041274987
"12238","859",11,0.00345558589497037
